id,article_id,canonical_topic,keywords,intent,audience,prerequisites,complexity,enriched_at,llm_model
711,12291,Google Account Management,"{""Google data export"",""Google account transfer"",""IU Google accounts""}",how-to,unknown,"{""Resolve conflicts between Google at IU and personal Google accounts"",""Options for storing files at IU""}",intermediate,2026-02-02 13:24:04.688551,llama3.1:8b
712,12293,Web Page Graphics Troubleshooting,"{""web page graphics"",filenames,permissions,""file transfer"",""incompatible graphics types""}",overview,general,"{""basic knowledge of web development""}",intermediate,2026-02-02 13:24:35.347532,llama3.1:8b
713,7741,Parallel Computing,"{""Peebles Memorial Lecture"",""Thomas Sterling"",""Beowulf Cluster"",""HPC in Phase Change""}",overview,researcher,"{""High-Performance Computing (HPC)"",""Cluster Computing""}",advanced,2026-02-02 13:24:49.672202,llama3.1:8b
714,12346,University Equipment Disposal,"{IU,""Indiana University"",""equipment disposal"",""departmental responsibilities""}",overview,admin,{},beginner,2026-02-02 13:25:00.862101,llama3.1:8b
715,12350,Disk Devices,"{block,""disk devices"",""input/output operations""}",reference,researcher,{},intermediate,2026-02-02 13:25:10.960408,llama3.1:8b
716,7737,Software Engineering,"{""Software Engineering"",""Peebles Memorial Lecture"",SEI,""Carnegie Mellon University""}",overview,researcher,{},unknown,2026-02-02 13:25:22.930707,llama3.1:8b
717,7738,Research Services,"{""Peebles Memorial Lecture"",""Information Technology"",""Beth Plale"",""Data to Insight Center"",""Open Science""}",overview,researcher,{},unknown,2026-02-02 13:25:35.323966,llama3.1:8b
718,11234,IU Computing Account Termination,"{""Exchange account"",""email messages"",""calendar appointments"",""IU computing accounts"",""account termination""}",overview,unknown,"{""understanding of IU computing accounts and email services""}",intermediate,2026-02-02 13:25:49.82102,llama3.1:8b
719,8110,SLURM,"{Slurm,""job submission"",""IU research computing systems"",""batch jobs"",""resource management""}",overview,unknown,{},intermediate,2026-02-02 13:26:02.486135,llama3.1:8b
720,7944,IU Wireless Network,"{eduroam,""IU Secure"",""Android OS""}",how-to,unknown,{},beginner,2026-02-02 13:26:13.883085,llama3.1:8b
721,7281,Unix Commands,"{""unix commands"",""man page"",""file system management"",permissions,""directory creation""}",overview,student,"{""basic computer knowledge""}",beginner,2026-02-02 13:26:14.891391,llama3.1:8b
722,12287,Computer Approvals at IU,"{IU,""computer approvals"",""UA Lifecycle Request form"",""IT Equipment Order form""}",overview,unknown,{},intermediate,2026-02-02 13:26:40.22881,llama3.1:8b
723,12296,File Transfer,"{""IU ES nodes"",""data transfer"",SSH,SCP,SFTP}",overview,researcher,{},intermediate,2026-02-02 13:26:51.583161,llama3.1:8b
724,12298,Windows Wipe and Rebuild,"{""IU Common Build"",""Windows Wipe and Rebuild with Data Transfer"",""AD computer object"",""EMS-managed OU""}",how-to,admin,"{""Active Directory (AD) configuration"",""EMS setup""}",intermediate,2026-02-02 13:27:06.642587,llama3.1:8b
725,7982,Classroom Management,"{""IU Classroom Database"",""Indiana University instructional spaces"",""general-use rooms"",""department-controlled rooms""}",overview,faculty,{},beginner,2026-02-02 13:27:18.307247,llama3.1:8b
726,7983,IU_Bloomington_Classrooms,"{""Indiana University Bloomington"",""classroom media equipment"",""password codes""}",reference,faculty,{},beginner,2026-02-02 13:27:30.043915,llama3.1:8b
727,8106,Compiling Programs,"{compilation,quartz,""gnu compiler collection"",""intel compiler suite"",""nvidia hpc compilers"",""mvapich compilers"",lmod}",overview,researcher,"{""Lmod module management system""}",intermediate,2026-02-02 13:27:45.616596,llama3.1:8b
728,7997,Top Hat,"{""Guest Mode"",polling,""non-registered users"",conferences,meetings,""training sessions""}",overview,faculty,"{""Understanding of Top Hat platform""}",intermediate,2026-02-02 13:27:59.181528,llama3.1:8b
729,12308,GDPR,"{""General Data Protection Regulation"",""data protection"",""processing activities""}",overview,faculty,{},intermediate,2026-02-02 13:28:09.864304,llama3.1:8b
730,12309,Data Gateway,"{""Microsoft's on-premises data gateway"",""Power BI"",""Power Apps"",""Power Automate"",""Azure Analysis Services"",""Azure Logic Apps""}",overview,admin,{},intermediate,2026-02-02 13:28:25.452892,llama3.1:8b
731,12312,Data Management,"{""IU REDCap"",Tableau,""API token"",""web data connector"",""data exports""}",how-to,researcher,"{""familiarity with IU REDCap"",""basic understanding of Tableau""}",intermediate,2026-02-02 13:28:26.461549,llama3.1:8b
732,12316,Data Protection in Office Equipment,"{""data protection"",copiers,""multifunction devices"",""digital data retention""}",overview,admin,{},intermediate,2026-02-02 13:28:53.9807,llama3.1:8b
733,12319,Data Security,"{""data removal"",""secure deletion"",""IU policy"",""wiping utilities"",degaussing}",overview,admin,{},intermediate,2026-02-02 13:29:06.200943,llama3.1:8b
734,12326,Data Center Access Policy,"{""IU Data Center"",""access control policy"",security}",overview,faculty,{},unknown,2026-02-02 13:29:17.533173,llama3.1:8b
735,12327,ChatGPT Migration,"{""ChatGPT Edu"",""IU ChatGPT Edu workspace"",migration,""pilot program""}",overview,unknown,{},intermediate,2026-02-02 13:29:31.058969,llama3.1:8b
736,12334,IU Common Build,"{clean,""IU Common Build"",Windows}",how-to,unknown,"{""IU Common Build overview"",""create boot media""}",advanced,2026-02-02 13:29:43.187707,llama3.1:8b
737,8359,IU Print,"{""IU Print"",""queue configuration"",UITS,""departmental printers""}",how-to,student,"{""understanding of IU Print system"",""knowledge of departmental printer management""}",intermediate,2026-02-02 13:29:56.836153,llama3.1:8b
739,12351,Document Remediation,"{""electronic document remediation"",""supplier assistance"",accessibility,""disability compliance""}",overview,admin,"{""document formats (e.g., Word, Excel, PDF)""}",beginner,2026-02-02 13:30:22.415275,llama3.1:8b
740,12352,Endpoint Management,"{""IU Common Build"",""Endpoint Management Services (EMS)"",""operating system updates"",""application updates"",""baseline security""}",overview,general,{},unknown,2026-02-02 13:30:36.066282,llama3.1:8b
741,12386,IU Common Build,"{""IU Common Build"",""Service Level Expectations"",""Operating System Installation"",Configuration}",overview,admin,{},advanced,2026-02-02 13:30:37.073144,llama3.1:8b
742,1946,IU Science DMZ,"{""Indiana University"",""Science DMZ"",""high-performance networking""}",overview,researcher,{},intermediate,2026-02-02 13:30:59.177955,llama3.1:8b
743,4065,IU SSL VPN,"{""IU SSL VPN"",""Cisco Secure Client"",AnyConnect,""mobile device""}",how-to,student,"{""basic knowledge of mobile devices"",""familiarity with IU's SSL VPN""}",intermediate,2026-02-02 13:31:12.744801,llama3.1:8b
744,12397,WCMS Policy,"{WCMS,""Terms of Use"",""Indiana University Web Content Management System""}",policy,admin,{},unknown,2026-02-02 13:31:23.422689,llama3.1:8b
745,12402,Microsoft Teams Meetings,"{""Microsoft Teams"",""PC-based conference rooms"",videoconferencing,collaboration,""meeting etiquette""}",how-to,unknown,"{""basic understanding of Microsoft Teams"",""familiarity with PCVC equipment""}",intermediate,2026-02-02 13:31:38.113058,llama3.1:8b
746,12405,EWA Server Migration,"{""server migration"",""Enterprise Windows and Azure Administration"",EWA}",how-to,admin,{},intermediate,2026-02-02 13:31:48.969801,llama3.1:8b
747,12407,IU Records Management,"{RRSD,""Records Retention Schedule Database"",""IU Policies""}",reference,admin,{},intermediate,2026-02-02 13:31:59.464043,llama3.1:8b
748,12449,Email Services,"{SMTP,""email services"",""external email"",""SSL encryption"",authentication}",overview,faculty,"{""Basic understanding of email protocols and security""}",intermediate,2026-02-02 13:32:11.41963,llama3.1:8b
749,12408,Security Policy,"{""Mobile Device Security"",""IU Policy"",""Data Protection""}",policy,unknown,{},unknown,2026-02-02 13:32:22.189223,llama3.1:8b
750,12411,OnBase,"{OnBase,""user management"",permissions,membership}",how-to,admin,"{""Point of Contact (POC) role"",""Acceptable Use Agreement"",""FERPA tutorial"",""HRMS Data Use tutorial""}",intermediate,2026-02-02 13:32:36.740988,llama3.1:8b
751,12414,DFS at IU,"{""DFS management"",IU,""distributed file system"",namespace}",how-to,admin,"{""Server 2008 R2"",""File Services role""}",intermediate,2026-02-02 13:32:37.746524,llama3.1:8b
752,12415,IU Website Management,"{""retire website"",""IU policy"",SiteKube,Sitehost}",how-to,faculty,"{""understanding IU policies on website management"",""familiarity with Sitehost and/or SiteKube""}",intermediate,2026-02-02 13:33:05.895437,llama3.1:8b
753,12422,Salesforce CRM,"{Salesforce,CRM,""Event Campaigns""}",how-to,admin,"{""Creating an Event Campaign in Salesforce CRM""}",intermediate,2026-02-02 13:33:17.310382,llama3.1:8b
754,12424,VPAT Review,"{VPAT,""Accessibility Compliance Report"",ACR,""stage 1 review"",""medium-level review""}",how-to,admin,"{""Perform a full review of a VPAT"",""Understanding accessibility compliance requirements""}",intermediate,2026-02-02 13:33:34.010113,llama3.1:8b
755,12428,Accessibility Compliance,"{VPAT,""Accessiblity Compliance Report (ACR)"",""accessibility documentation""}",overview,unknown,"{""Understanding of accessibility requirements and compliance standards""}",intermediate,2026-02-02 13:33:46.749741,llama3.1:8b
756,2417,SLURM,"{python,""package installation"",""research supercomputers"",IU,SLURM}",how-to,researcher,"{""basic Python knowledge"",""understanding of Linux command-line interface""}",intermediate,2026-02-02 13:34:00.720467,llama3.1:8b
757,12426,VPAT Review,"{VPAT,""Accessibility Compliance Report (ACR)"",""accessibility documentation"",""vendor-provided accessibility information""}",overview,researcher,"{""understanding of VPAT and ACR concepts"",""familiarity with accessibility compliance requirements""}",intermediate,2026-02-02 13:34:18.141298,llama3.1:8b
758,11487,Grade Entry,"{""Faculty Center"",""grade roster"",""Indiana University"",Canvas,UITS}",how-to,faculty,"{""familiarity with Faculty Center"",""knowledge of Canvas (optional)""}",intermediate,2026-02-02 13:34:31.651925,llama3.1:8b
759,12446,Email Relay,"{SMTP,""email relay"",""IU authentication""}",how-to,faculty,"{""email setup"",""IU account""}",intermediate,2026-02-02 13:34:42.446811,llama3.1:8b
760,12447,Email and Mail Services,"{email,""IU addresses"",""error messages""}",reference,faculty,{},intermediate,2026-02-02 13:34:52.650723,llama3.1:8b
761,12462,Audit Configurations,"{""Log-Alert audit configurations"",""audit policy"",GPO,""SACL entries"",""Windows event IDs"",IT-12}",overview,admin,{},intermediate,2026-02-02 13:34:53.658418,llama3.1:8b
762,12464,Tomcat Deployment,"{J2EE,Tomcat,deployment,re-deployment,""Enterprise Linux Administration""}",reference,admin,"{""basic understanding of Tomcat and J2EE"",""experience with Enterprise Linux Administration""}",advanced,2026-02-02 13:35:22.215175,llama3.1:8b
763,12468,Canvas Setup,"{Canvas,""IU guests"",""non-credit courses"",sections,enrollments,""IU Expand""}",how-to,admin,"{""understanding of Canvas and IU Expand platforms"",""access to UITS LMS Development team""}",intermediate,2026-02-02 13:35:41.539354,llama3.1:8b
764,11772,EDSS Data Availability,"{IUIE,EDSS,""data availability"",reporting}",overview,unknown,{},beginner,2026-02-02 13:35:53.677929,llama3.1:8b
765,4081,IU VPN,"{""Indiana University"",""SSL VPN"",""split tunneling"",""VPN service"",""encrypted connection""}",overview,faculty,"{""basic understanding of IU VPN services""}",intermediate,2026-02-02 13:36:06.332825,llama3.1:8b
766,2314,IU CRM,"{Salesforce,""Indiana University CRM"",""constituent relationship management""}",overview,general,{},unknown,2026-02-02 13:36:16.821829,llama3.1:8b
767,1904,File Systems,"{ACLs,Slate-Project,""POSIX Access Control Lists"",""file systems"",""high performance""}",how-to,researcher,"{""basic knowledge of file systems"",""familiarity with POSIX ACLs""}",intermediate,2026-02-02 13:36:34.047889,llama3.1:8b
768,1438,HIPAA,"{""Health Insurance Portability and Accountability Act"",""HIPAA rules"",""healthcare system""}",overview,general,{},unknown,2026-02-02 13:36:44.906611,llama3.1:8b
769,9694,Network Security,"{""network security"",vulnerabilities,""operating system"",software}",how-to,student,{},beginner,2026-02-02 13:36:55.866266,llama3.1:8b
770,12476,Data Warehouse Accounts,"{IU,""departmental accounts"",""data warehouse"",""data extracts"",Tableau}",overview,unknown,"{""Understanding of Indiana University Data Warehouse"",""Basic IT knowledge""}",intermediate,2026-02-02 13:37:09.362203,llama3.1:8b
771,12483,Kubernetes Security,"{""security incidents"",Kubernetes,""Enterprise Kubernetes environment""}",overview,admin,{},intermediate,2026-02-02 13:37:10.367249,llama3.1:8b
772,12486,Kubernetes Monitoring,"{Prometheus,""Kubernetes Monitoring"",""Monitoring Configuration"",""Kubernetes Applications""}",how-to,admin,"{""basic knowledge of Kubernetes"",""familiarity with Prometheus""}",intermediate,2026-02-02 13:37:34.613733,llama3.1:8b
773,12489,Kubernetes Documentation,"{Kubernetes,Helm,Docker,""IU Kubernetes documentation""}",reference,general,{},intermediate,2026-02-02 13:37:45.716124,llama3.1:8b
774,1660,UITS Billing,"{UITS,rates,billing,""direct-bill services""}",reference,admin,{},unknown,2026-02-02 13:37:56.160669,llama3.1:8b
775,12492,Kubernetes at IU,"{Kubernetes,IU,""Enterprise Kubernetes Environments"",docker@iu.edu,docker-l@iu.edu,#docker}",overview,student,{},unknown,2026-02-02 13:38:08.981523,llama3.1:8b
776,12495,Kubernetes,"{Kubernetes,""Enterprise Kubernetes Environment"",helm-k8s-boot,""Spring Boot""}",overview,student,"{""basic understanding of Kubernetes, prior experience with Spring Boot""}",intermediate,2026-02-02 13:38:21.869992,llama3.1:8b
777,12498,Kubernetes Security,"{Kubernetes,""sensitive data"",""University Information Policy Office (UIPO)"",""data classification""}",reference,admin,"{""basic understanding of Kubernetes and IU's environment"",""familiarity with University Information Policy Office (UIPO)""}",intermediate,2026-02-02 13:38:39.262758,llama3.1:8b
778,6145,Lmod Module Management,"{""IU research supercomputers"",""software environment management"",modules,Lmod}",overview,researcher,"{""understanding of IU research supercomputer environments"",""basic knowledge of command-line interface""}",intermediate,2026-02-02 13:38:53.355423,llama3.1:8b
779,9166,IU Email Policy,"{""Indiana University"",""IU Email"",""IU Domain"",""One Mail at IU""}",overview,unknown,{},beginner,2026-02-02 13:39:05.707419,llama3.1:8b
780,1518,Two-Step Login (Duo),"{""Two-Step Login"",Duo,IU}",how-to,student,{},beginner,2026-02-02 13:39:16.881899,llama3.1:8b
781,1974,IU Research Supercomputers,"{""home directory quota"",""IU research supercomputers"",Geode,""quota check""}",overview,unknown,{},intermediate,2026-02-02 13:39:17.889605,llama3.1:8b
782,2132,Research Computing,"{""research technologies"",IU,UITS,cyberinfrastructure,""Indiana University""}",overview,faculty,{},beginner,2026-02-02 13:39:41.390664,llama3.1:8b
783,2188,IU Wireless Networking,"{eduroam,""IU Secure"",""wireless network"",""IU campuses"",""Connect to eduroam""}",overview,unknown,{},intermediate,2026-02-02 13:39:54.52035,llama3.1:8b
784,2224,NIH Data Management and Access,"{NIH,""Genomic Data Sharing (GDS) Policy"",""controlled-access data"",""security best practices""}",overview,unknown,"{""Genomic Data Sharing (GDS) Policy"",""data management and access practices""}",intermediate,2026-02-02 13:40:10.516485,llama3.1:8b
785,2183,Research Desktop Troubleshooting,"{""research desktop"",""login issues"",""quota issues"",""screen size issues"",thindrives}",troubleshooting,student,{},intermediate,2026-02-02 13:40:23.051511,llama3.1:8b
786,2194,IU_Bloomington_Multimedia_Equipment,"{""multimedia equipment"",""classroom technology"",""reporting issues""}",how-to,faculty,{},unknown,2026-02-02 13:40:34.607047,llama3.1:8b
787,2026,HIPAA Compliance,"{""protected health information"",PHI,""HIPAA compliance"",IU}",policy,unknown,{},intermediate,2026-02-02 13:40:46.344495,llama3.1:8b
788,2072,Data Security on High Performance File Systems,"{HIPAA,PHI,Encryption,""Access Control"",""High Performance File Systems"",IU}",overview,researcher,"{""Understanding HIPAA regulations"",""Basic knowledge of IU's high performance file systems""}",intermediate,2026-02-02 13:41:04.47876,llama3.1:8b
789,2092,High Performance Storage System (HPSS),"{""High Performance Storage System"",HPSS,""hierarchical file system"",""data management""}",overview,researcher,{},intermediate,2026-02-02 13:41:16.551415,llama3.1:8b
790,9987,Research Desktop (RED),"{""Research Desktop"",IU,""Quartz research supercomputer""}",overview,unknown,{},beginner,2026-02-02 13:41:27.865798,llama3.1:8b
791,10436,IU Research Storage,"{""IU SDA account"",""Indiana University research computing"",""storage systems"",""sensitive institutional data"",""UITS Research Technologies services""}",overview,researcher,"{""Understanding types of sensitive institutional data""}",intermediate,2026-02-02 13:41:28.869501,llama3.1:8b
792,10497,Kaltura Video Content Management,"{Kaltura,OneDrive,""Microsoft Teams"",""Canvas My Media""}",how-to,faculty,"{""access to Kaltura through Canvas or MediaSpace"",""permission to access OneDrive content""}",intermediate,2026-02-02 13:42:00.129748,llama3.1:8b
793,10507,Microsoft Collaboration Tools,"{SharePoint,OneDrive,Teams,""file recovery"",""recycle bin""}",overview,general,"{""basic understanding of Microsoft collaboration tools""}",intermediate,2026-02-02 13:42:14.341063,llama3.1:8b
794,11755,Microsoft Exchange Online,"{""Exchange Online"",Outlook,""Windows Mail"",""shared mailboxes""}",how-to,unknown,{},intermediate,2026-02-02 13:42:25.842247,llama3.1:8b
795,11110,Student Registration,"{Stellic,""SIS Student Center"",""IU Columbus"",""IU East"",""IU Fort Wayne"",""IU Kokomo"",""IU Northwest"",""IU South Bend"",""IU Southeast"",""IU Bloomington"",""IU Indianapolis""}",reference,student,"{""Understanding of IU student information systems""}",beginner,2026-02-02 13:42:45.948984,llama3.1:8b
796,2276,Mobile App,"{""IU Mobile"",CrimsonCard,""campus job""}",overview,student,{},beginner,2026-02-02 13:42:56.483274,llama3.1:8b
797,11886,ArcGIS Online,"{""ArcGIS Online"",IU,Esri,GIS,""geographic data""}",overview,unknown,{},intermediate,2026-02-02 13:43:10.743065,llama3.1:8b
798,11878,Canvas,"{Canvas,""course defaults"",IU,""SIS provisioning"",""navigation menu"",""native tools"",""external tools""}",overview,faculty,{},intermediate,2026-02-02 13:43:23.028042,llama3.1:8b
799,11999,Qualys Cloud Agent,"{""Qualys cloud agent"",""vulnerability report"",""Indiana University assets"",""OS fingerprinting"",""application versions""}",overview,admin,{},beginner,2026-02-02 13:43:35.357524,llama3.1:8b
800,3094,SSH,"{SSH,""public key authentication"",""remote system"",security}",how-to,unknown,"{""basic understanding of SSH"",""Linux or macOS familiarity""}",intermediate,2026-02-02 13:43:49.15602,llama3.1:8b
801,3369,Software and Services Selection Process,"{""IU SSSP"",""Software and Services Selection Process"",""UITS Software and Services Selection Process team""}",overview,unknown,"{""Understanding of IU policies""}",intermediate,2026-02-02 13:43:50.16517,llama3.1:8b
802,12174,Kubernetes,"{kubernetes,""available clusters"",""indiana university""}",reference,unknown,{},intermediate,2026-02-02 13:44:17.107993,llama3.1:8b
803,4961,Google Drive,"{""Google Drive"",""IU My Drive"",""file management"",""folder organization""}",overview,student,"{""basic computer skills"",""familiarity with IU resources""}",intermediate,2026-02-02 13:44:29.924387,llama3.1:8b
804,6027,Office Online at IU,"{""Microsoft OneDrive"",""Microsoft 365"",""IU documents"",""office online""}",how-to,unknown,"{""IU account"",""Microsoft 365 at IU login""}",intermediate,2026-02-02 13:44:43.334307,llama3.1:8b
805,12271,UITS Service Assessment,"{UITS,""User Satisfaction Survey"",""Support Center""}",overview,admin,{},unknown,2026-02-02 13:44:53.559101,llama3.1:8b
806,6467,Microsoft 365 at IU,"{""Microsoft 365"",IU,subscription,software}",overview,unknown,{},intermediate,2026-02-02 13:45:05.179736,llama3.1:8b
807,7400,ArcGIS,"{ArcGIS,Esri,""Indiana University"",IUanyWare,""Student Technology Centers"",""departmental labs""}",overview,unknown,{},intermediate,2026-02-02 13:45:18.6768,llama3.1:8b
808,7740,Peebles Memorial Lecture,"{""Peebles Memorial Lecture"",""Information Technology"",""Research Services Expo"",""Indiana University""}",overview,general,{},unknown,2026-02-02 13:45:30.612912,llama3.1:8b
809,12457,Salesforce Marketing Cloud at IU,"{""Content Builder"",""Salesforce Marketing Cloud"",IU}",overview,admin,"{""basic knowledge of Salesforce Marketing Cloud at IU""}",intermediate,2026-02-02 13:45:43.086259,llama3.1:8b
810,12459,Advising Tools,"{AdRx,advisors,coaches,""enterprise alerts"",""campus custom alerts""}",overview,unknown,"{""basic knowledge of AdRx or similar advising tools""}",intermediate,2026-02-02 13:45:57.134049,llama3.1:8b
811,12482,Canvas,"{""Canvas and Expand Provisioning app"",""LTI tool"",""IU Expand"",""Indiana University elearning portal""}",overview,admin,{},intermediate,2026-02-02 13:45:58.144425,llama3.1:8b
812,12502,Kubernetes,"{""IU's Enterprise Kubernetes Environment"",EKE,""vSphere login"",kubectl}",how-to,researcher,"{""Understanding of Kubernetes basics"",""Access to IU's EKE environment""}",intermediate,2026-02-02 13:46:27.226425,llama3.1:8b
